Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Revenue_Capped,Order_Date,Sales_Channel,Region,Profit,Profit_Capped,is_return,Is_Zero_Sales,Units_Sold_Imputed_Flag,Date_Missing_Flag,Revenue_Outlier_Flag,Profit_Outlier_Flag,Profit_Ratio_Flag
3361,Women,Basketball,LeBron 20,XL,0,6431.1900000000005,0.42,0.0,0.0,,Retail,Bangalore,3007.91,3007.91,False,True,False,True,False,False,False
3362,Men,Lifestyle,Air Force 1,L,2,6323.09,0.325,8536.1715,8536.1715,2024-03-10,Retail,Delhi,2730.12,2730.12,False,False,True,False,False,False,False
3363,Women,Basketball,Kyrie Flytrap,L,3,5066.14,0.6,6079.368000000001,6079.368000000001,2025-02-18,Online,Bangalore,39.86,39.86,False,False,False,False,False,False,False
3364,Kids,Soccer,Premier III,M,2,5773.245,0.24,8775.3324,8775.3324,2024-09-11,Online,Pune,-371.86,-371.86,False,False,True,False,False,False,False
3365,Kids,Running,Air Zoom,M,2,5550.99,0.95,555.0990000000005,555.0990000000005,,Retail,Pune,-445.03,-445.03,False,False,True,True,False,False,False
3366,Men,Basketball,LeBron 20,M,2,6431.1900000000005,0.42,7460.180400000001,7460.180400000001,2024-12-15,Retail,Pune,2762.68,2762.68,False,False,True,False,False,False,False
2029,Kids,Training,Metcon 7,L,2,6548.87,0.2,10478.192000000001,10478.192000000001,2024-11-20,Online,Kolkata,3640.6,3640.6,False,False,True,False,False,False,False
3368,Women,Training,Flex Trainer,M,3,6383.55,0.37,12064.909500000002,12064.909500000002,2025-04-14,Retail,Delhi,2027.47,2027.47,False,False,True,False,False,False,False
3369,Men,Running,React Infinity,L,3,5103.34,0.05,14544.519,14544.519,2024-09-27,Online,Kolkata,1247.02,1247.02,False,False,True,False,False,False,False
3370,Women,Basketball,Air Jordan,XL,2,3328.45,0.24,5059.244,5059.244,2025-07-05,Retail,Bangalore,-1137.54,-1137.54,False,False,True,False,False,False,False
3371,Men,Training,Flex Trainer,XL,1,2636.01,0.37,1660.6863,1660.6863,2025-04-26,Retail,Delhi,2255.43,2255.43,False,False,False,False,False,False,False
3372,Kids,Basketball,Kyrie Flytrap,M,2,5066.14,0.77,2330.4244,2330.4244,2025-02-24,Online,Delhi,-1088.45,-1088.45,False,False,True,False,False,False,False
3373,Kids,Training,SuperRep Go,8,3,5280.57,0.76,3802.0103999999997,3802.0103999999997,,Retail,Pune,1069.43,1069.43,False,False,True,True,False,False,False
3374,Men,Training,Flex Trainer,M,4,4500.96,0.37,11342.4192,11342.4192,2024-12-16,Online,Pune,1905.25,1905.25,False,False,False,False,False,False,False
3375,Kids,Running,Free RN,M,0,2134.23,0.305,0.0,0.0,2024-11-22,Online,Bangalore,1647.39,1647.39,False,True,False,False,False,False,False
3376,Kids,Soccer,Phantom GT,6,2,6320.59,0.38,7837.5316,7837.5316,,Retail,Kolkata,1286.64,1286.64,False,False,True,True,False,False,False
3377,Men,Basketball,Kyrie Flytrap,M,0,5066.14,0.38,0.0,0.0,,Online,Hyderabad,1295.93,1295.93,False,True,False,True,False,False,False
3378,Kids,Soccer,Phantom GT,XL,1,3642.74,0.38,2258.4988,2258.4988,,Online,Kolkata,2416.87,2416.87,False,False,False,True,False,False,False
3379,Men,Basketball,Air Jordan,XL,2,5000.49,0.86,1400.14,1400.14,2024-10-23,Retail,Pune,3000.14,3000.14,False,False,False,False,False,False,True
3380,Women,Basketball,Kyrie Flytrap,L,2,2557.29,0.46499999999999997,2736.3003000000003,2736.3003000000003,,Online,Mumbai,3463.32,3463.32,False,False,False,True,False,False,False
3381,Men,Training,ZoomX Invincible,M,1,6897.68,0.385,4242.0732,4242.0732,2024-02-23,Retail,Mumbai,2718.47,2718.47,False,False,False,False,False,False,False
3382,Men,Basketball,LeBron 20,XL,2,9187.23,0.42,10657.186800000001,10657.186800000001,2025-01-10,Retail,Hyderabad,1710.15,1710.15,False,False,False,False,False,False,False
3383,Women,Lifestyle,Air Force 1,XL,2,6323.09,0.325,8536.1715,8536.1715,2024-08-12,Retail,Bangalore,3793.87,3793.87,False,False,True,False,False,False,False
3384,Women,Basketball,Air Jordan,10,2,6235.71,0.27,9104.1366,9104.1366,2025-07-22,Retail,Bangalore,144.65,144.65,False,False,True,False,False,False,False
3385,Men,Training,ZoomX Invincible,M,2,9019.91,0.385,11094.4893,11094.4893,2025-03-21,Online,Hyderabad,-643.93,-643.93,False,False,True,False,False,False,False
3386,Women,Soccer,Phantom GT,8,2,9212.82,0.09000000000000008,16767.3324,16767.3324,2024-10-16,Retail,Hyderabad,3827.83,3827.83,False,False,True,False,False,False,False
3387,Men,Soccer,Phantom GT,10,4,6320.59,0.07000000000000006,23512.5948,21815.794950000003,2025-06-21,Retail,Bangalore,2821.58,2821.58,False,False,False,False,True,False,False
3388,Women,Running,Free RN,7,2,4042.33,0.305,5618.8387,5618.8387,2025-05-03,Online,Pune,1915.52,1915.52,False,False,True,False,False,False,False
3389,Women,Running,Air Zoom,M,3,9764.91,0.37,18455.6799,18455.6799,2025-04-04,Online,Mumbai,3491.49,3491.49,False,False,False,False,False,False,False
2044,Kids,Soccer,Premier III,XL,3,2068.95,0.81,1179.3,1179.3,,Retail,Delhi,-182.98,-182.98,False,False,False,True,False,False,False
3391,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.425,7555.097499999999,7555.097499999999,2023-11-14,Retail,Hyderabad,1628.31,1628.31,False,False,False,False,False,False,False
3392,Kids,Lifestyle,Dunk Low,L,-1,6202.99,0.39,-3783.8239,-3783.8239,,Online,Pune,-433.47,-433.47,True,False,False,True,False,False,False
3393,Kids,Basketball,Air Jordan,M,2,6235.71,0.68,3990.8543999999993,3990.8543999999993,2025-06-08,Online,Bangalore,1329.32,1329.32,False,False,True,False,False,False,False
3394,Kids,Lifestyle,Dunk Low,XL,1,6202.99,0.39,3783.8239,3783.8239,2024-11-03,Online,Hyderabad,2396.11,2396.11,False,False,False,False,False,False,False
3395,Women,Running,Free RN,L,3,6293.58,0.305,13122.1143,13122.1143,2025-01-15,Online,Mumbai,3069.77,3069.77,False,False,False,False,False,False,False
3396,Kids,Running,Free RN,L,2,6325.01,0.305,8791.763900000002,8791.763900000002,,Retail,Bangalore,-1047.8,-1047.8,False,False,True,True,False,False,False
3397,Women,Lifestyle,Dunk Low,M,3,9972.81,0.39,18250.242299999998,18250.242299999998,,Online,Mumbai,3478.84,3478.84,False,False,True,True,False,False,False
3398,Men,Basketball,LeBron 20,XL,2,2082.49,0.42,2415.6884,2415.6884,2023-08-27,Retail,Kolkata,415.57,415.57,False,False,False,False,False,False,False
3399,Women,Basketball,LeBron 20,6,2,4507.45,0.42,5228.642000000001,5228.642000000001,2025-02-11,Online,Hyderabad,-1021.01,-1021.01,False,False,True,False,False,False,False
3400,Kids,Lifestyle,Waffle One,M,2,5637.46,0.23,8681.688400000001,8681.688400000001,2024-10-11,Retail,Hyderabad,703.25,703.25,False,False,True,False,False,False,False
3401,Kids,Basketball,Zoom Freak,M,3,6435.66,0.35,12549.537,12549.537,,Retail,Kolkata,3834.84,3834.84,False,False,True,True,False,False,False
3402,Women,Running,Pegasus Turbo,L,2,9706.84,0.03,18831.2696,18831.2696,,Online,Pune,-229.84,-229.84,False,False,True,True,False,False,False
3403,Kids,Training,Flex Trainer,M,3,6383.55,0.37,12064.909500000002,12064.909500000002,2024-10-30,Retail,Pune,-200.19,-200.19,False,False,True,False,False,False,False
3404,Kids,Basketball,Zoom Freak,XL,3,6435.66,0.35,12549.537,12549.537,2025-04-05,Online,Pune,1505.06,1505.06,False,False,True,False,False,False,False
3405,Women,Lifestyle,Dunk Low,M,0,9986.17,0.040000000000000036,0.0,0.0,2025-01-04,Online,Kolkata,1861.72,1861.72,False,True,False,False,False,False,False
3406,Women,Basketball,Zoom Freak,10,3,6435.66,0.06000000000000005,18148.5612,18148.5612,2024-08-19,Online,Bangalore,3314.92,3314.92,False,False,True,False,False,False,False
3407,Women,Lifestyle,Air Force 1,11,0,5704.39,0.1100000000000001,0.0,0.0,2025-01-18,Retail,Delhi,-4.1,-4.1,False,True,False,False,False,False,False
3408,Men,Basketball,Air Jordan,XL,2,6235.71,0.24,9478.2792,9478.2792,2025-02-28,Retail,Delhi,1675.58,1675.58,False,False,True,False,False,False,False
3409,Kids,Running,Air Zoom,M,1,6312.01,0.3,4418.41,4418.41,2024-09-08,Retail,Delhi,-1106.07,-1106.07,False,False,False,False,False,False,False
3410,Kids,Running,Free RN,L,0,6293.58,0.305,0.0,0.0,2025-01-01,Retail,Hyderabad,2396.55,2396.55,False,True,False,False,False,False,False
3411,Kids,Soccer,Mercurial Superfly,9,0,6569.65,0.425,0.0,0.0,,Retail,Pune,-970.59,-970.59,False,True,False,True,False,False,False
3412,Men,Training,Flex Trainer,XL,3,6983.68,0.37,13199.155200000001,13199.155200000001,,Online,Hyderabad,2789.29,2789.29,False,False,True,True,False,False,False
3413,Kids,Soccer,Phantom GT,XL,2,6320.59,0.38,7837.5316,7837.5316,2023-07-31,Online,Hyderabad,2752.65,2752.65,False,False,False,False,False,False,False
3414,Men,Lifestyle,Dunk Low,7,4,9996.22,0.39,24390.7768,21815.794950000003,2025-01-21,Online,Mumbai,520.63,520.63,False,False,False,False,True,False,False
3415,Kids,Basketball,Air Jordan,L,-1,6165.08,0.24,-4685.4608,-4685.4608,2024-03-06,Online,Hyderabad,-426.97,-426.97,True,False,False,False,False,False,False
3416,Men,Soccer,Phantom GT,XL,2,8954.59,0.33,11999.150599999999,11999.150599999999,2025-06-04,Retail,Hyderabad,-819.45,-819.45,False,False,True,False,False,False,False
3417,Men,Basketball,LeBron 20,XL,2,5700.61,0.42,6612.707600000001,6612.707600000001,2025-03-30,Online,Kolkata,-409.81,-409.81,False,False,True,False,False,False,False
3418,Men,Soccer,Tiempo Legend,M,1,6045.785,0.24,4594.7966,4594.7966,,Retail,Bangalore,639.28,639.28,False,False,False,True,False,False,False
3419,Kids,Training,SuperRep Go,M,4,5280.57,0.92,1689.7823999999991,1689.7823999999991,,Online,Mumbai,-1180.16,-1180.16,False,False,False,True,False,False,False
3420,Women,Soccer,Premier III,M,1,3395.24,0.4,2037.1439999999998,2037.1439999999998,,Online,Delhi,1266.29,1266.29,False,False,False,True,False,False,False
3421,Women,Basketball,Zoom Freak,L,3,6435.66,0.35,12549.537,12549.537,2024-12-07,Online,Hyderabad,-242.44,-242.44,False,False,True,False,False,False,False
3422,Kids,Training,Metcon 7,XL,2,3197.01,0.39,3900.3522000000003,3900.3522000000003,2024-01-18,Retail,Hyderabad,2432.76,2432.76,False,False,True,False,False,False,False
3423,Kids,Basketball,Kyrie Flytrap,L,2,5066.14,0.46499999999999997,5420.769800000001,5420.769800000001,2024-08-06,Retail,Mumbai,106.0,106.0,False,False,False,False,False,False,False
3424,Women,Training,SuperRep Go,M,3,7007.84,0.32,14295.9936,14295.9936,2025-02-11,Online,Mumbai,1955.19,1955.19,False,False,True,False,False,False,False
3425,Women,Lifestyle,Dunk Low,L,-1,2276.09,0.39,-1388.4149,-1388.4149,2024-07-25,Online,Kolkata,2342.64,2342.64,True,False,False,False,False,False,False
3426,Men,Running,Free RN,L,2,8124.38,0.15999999999999992,13648.958400000001,13648.958400000001,,Online,Delhi,3119.24,3119.24,False,False,True,True,False,False,False
3427,Men,Running,Pegasus Turbo,8,1,5644.675,0.305,3923.0491250000005,3923.0491250000005,,Retail,Mumbai,2741.85,2741.85,False,False,False,True,False,False,False
3428,Women,Basketball,Air Jordan,6,1,2825.86,0.23,2175.91,2175.91,2024-12-03,Online,Bangalore,625.3,625.3,False,False,False,False,False,False,False
3429,Men,Soccer,Premier III,10,0,5773.245,0.4,0.0,0.0,2025-07-06,Retail,Delhi,-77.97,-77.97,False,True,False,False,False,False,False
3430,Men,Training,Flex Trainer,M,3,7036.03,0.37,13298.0967,13298.0967,,Online,Bangalore,-890.2,-890.2,False,False,True,True,False,False,False
3431,Women,Training,Metcon 7,L,-1,5890.69,0.96,-235.6276000000002,-235.6276000000002,2024-10-01,Retail,Delhi,3816.31,3816.31,True,False,False,False,False,False,True
3432,Kids,Basketball,Kyrie Flytrap,XL,2,5066.14,0.46499999999999997,5420.769800000001,5420.769800000001,2025-06-03,Online,Kolkata,-640.44,-640.44,False,False,True,False,False,False,False
2028,Kids,Lifestyle,Waffle One,XL,0,5637.46,0.95,0.0,0.0,2025-01-02,Online,Delhi,2511.65,2511.65,False,True,False,False,False,False,False
3434,Kids,Basketball,Air Jordan,XL,2,8741.65,0.24,13287.307999999999,13287.307999999999,2024-10-21,Online,Delhi,570.25,570.25,False,False,True,False,False,False,False
3435,Men,Training,SuperRep Go,M,4,5280.57,0.32,14363.150399999999,14363.150399999999,,Online,Delhi,2936.54,2936.54,False,False,False,True,False,False,False
3436,Kids,Soccer,Mercurial Superfly,L,2,6569.65,0.425,7555.097499999999,7555.097499999999,2025-06-11,Retail,Bangalore,2107.65,2107.65,False,False,True,False,False,False,False
3437,Kids,Soccer,Tiempo Legend,M,3,6045.785,0.24,13784.389799999999,13784.389799999999,2024-05-10,Retail,Mumbai,-113.52,-113.52,False,False,True,False,False,False,False
3438,Women,Soccer,Phantom GT,7,3,6320.59,0.18,15548.6514,15548.6514,2024-09-05,Retail,Hyderabad,1669.74,1669.74,False,False,False,False,False,False,False
2043,Kids,Running,React Infinity,6,3,5395.6,0.06,15215.592,15215.592,2025-03-07,Online,Delhi,2992.96,2992.96,False,False,True,False,False,False,False
3440,Kids,Lifestyle,Waffle One,M,3,5637.46,0.24,12853.408800000001,12853.408800000001,,Online,Mumbai,-510.72,-510.72,False,False,False,True,False,False,False
3441,Kids,Running,Free RN,12,2,9313.98,0.305,12946.432200000001,12946.432200000001,2025-05-08,Retail,Delhi,3301.27,3301.27,False,False,False,False,False,False,False
3442,Kids,Basketball,Zoom Freak,XL,4,6435.66,0.35,16732.716,16732.716,2025-01-21,Online,Mumbai,3129.5,3129.5,False,False,False,False,False,False,False
3443,Kids,Basketball,Zoom Freak,8,3,2989.01,0.35,5828.5695000000005,5828.5695000000005,,Retail,Mumbai,3549.06,3549.06,False,False,True,True,False,False,False
3444,Men,Basketball,LeBron 20,L,2,6431.1900000000005,0.42,7460.180400000001,7460.180400000001,2025-07-04,Online,Kolkata,-382.31,-382.31,False,False,True,False,False,False,False
3445,Men,Lifestyle,Blazer Mid,10,-1,4693.81,0.26,-3473.4194,-3473.4194,,Retail,Bangalore,3658.04,3658.04,True,False,False,True,False,False,False
3446,Men,Lifestyle,Dunk Low,8,3,6202.99,0.39,11351.4717,11351.4717,2024-09-07,Retail,Bangalore,1680.5,1680.5,False,False,True,False,False,False,False
3447,Women,Basketball,LeBron 20,M,2,6431.1900000000005,0.42,7460.180400000001,7460.180400000001,2025-05-14,Retail,Hyderabad,1860.15,1860.15,False,False,True,False,False,False,False
2038,Kids,Lifestyle,Air Force 1,L,2,7609.9,0.05,14458.81,14458.81,,Online,Delhi,788.86,788.86,False,False,True,True,False,False,False
3449,Men,Training,ZoomX Invincible,M,0,6897.68,0.25,0.0,0.0,2025-02-21,Retail,Delhi,1586.59,1586.59,False,True,False,False,False,False,False
3450,Men,Running,React Infinity,M,3,6492.155000000001,0.49,9932.997150000003,9932.997150000003,2024-01-16,Retail,Bangalore,904.82,904.82,False,False,False,False,False,False,False
3451,Men,Training,SuperRep Go,7,3,5280.57,0.32,10772.362799999999,10772.362799999999,2025-07-05,Retail,Mumbai,720.76,720.76,False,False,True,False,False,False,False
3452,Men,Training,SuperRep Go,11,3,5280.57,0.32,10772.362799999999,10772.362799999999,2024-08-05,Online,Delhi,1239.11,1239.11,False,False,True,False,False,False,False
3453,Kids,Soccer,Phantom GT,XL,0,2033.28,0.38,0.0,0.0,2024-12-05,Retail,Delhi,2003.05,2003.05,False,True,False,False,False,False,False
3454,Kids,Basketball,Zoom Freak,XL,2,6435.66,0.35,8366.358,8366.358,,Online,Delhi,2313.95,2313.95,False,False,False,True,False,False,False
3455,Women,Soccer,Premier III,M,2,5947.51,0.4,7137.012,7137.012,2025-01-17,Retail,Hyderabad,1352.56,1352.56,False,False,True,False,False,False,False
3456,Women,Basketball,Air Jordan,12,-1,3011.32,0.24,-2288.6032,-2288.6032,,Online,Delhi,2531.22,2531.22,True,False,False,True,False,False,False
3457,Women,Training,Flex Trainer,11,3,6383.55,0.81,3638.6234999999992,3638.6234999999992,2025-02-24,Online,Pune,3777.72,3777.72,False,False,True,False,False,False,False
3458,Women,Running,Pegasus Turbo,L,2,5644.675,0.83,1919.1895000000004,1919.1895000000004,2025-01-22,Online,Mumbai,257.87,257.87,False,False,True,False,False,False,False
3459,Men,Lifestyle,Blazer Mid,XL,3,6100.23,0.26,13542.5106,13542.5106,2025-03-27,Retail,Hyderabad,2745.91,2745.91,False,False,True,False,False,False,False
3460,Women,Running,React Infinity,XL,0,5403.67,0.49,0.0,0.0,,Online,Pune,1372.6,1372.6,False,True,False,True,False,False,False
2004,Kids,Running,Free RN,10,1,6293.58,0.305,4374.038100000001,4374.038100000001,,Online,Hyderabad,2588.88,2588.88,False,False,False,True,False,False,False
3462,Women,Basketball,Kyrie Flytrap,L,3,2610.98,0.46499999999999997,4190.6229,4190.6229,2024-12-21,Retail,Bangalore,274.97,274.97,False,False,False,False,False,False,False
3463,Women,Soccer,Phantom GT,12,1,6320.59,0.38,3918.7658,3918.7658,2025-02-24,Retail,Pune,1853.7,1853.7,False,False,False,False,False,False,False
3464,Kids,Training,Flex Trainer,XL,0,3362.64,0.37,0.0,0.0,,Online,Bangalore,1587.01,1587.01,False,True,False,True,False,False,False
3465,Men,Lifestyle,Dunk Low,L,2,6202.99,0.39,7567.6478,7567.6478,2023-11-29,Online,Delhi,1698.7,1698.7,False,False,False,False,False,False,False
3466,Men,Basketball,Kyrie Flytrap,L,2,6498.22,0.5,6498.22,6498.22,2024-10-24,Retail,Mumbai,-360.53,-360.53,False,False,False,False,False,False,False
3467,Men,Lifestyle,Air Force 1,M,2,6323.09,0.325,8536.1715,8536.1715,2025-03-13,Online,Bangalore,1472.83,1472.83,False,False,False,False,False,False,False
3468,Men,Soccer,Phantom GT,XL,4,9577.99,0.93,2681.84,2681.84,,Online,Kolkata,-259.93,-259.93,False,False,False,True,False,False,False
3469,Kids,Running,Air Zoom,10,1,4590.24,0.37,2891.8512,2891.8512,2024-10-01,Online,Mumbai,3792.66,3792.66,False,False,False,False,False,False,False
3470,Kids,Soccer,Tiempo Legend,M,3,6045.785,0.24,13784.389799999999,13784.389799999999,2025-02-11,Online,Kolkata,284.96,284.96,False,False,True,False,False,False,False
3471,Kids,Lifestyle,Waffle One,L,0,5637.46,0.24,0.0,0.0,2025-02-04,Retail,Kolkata,-364.01,-364.01,False,True,False,False,False,False,False
3472,Men,Basketball,Air Jordan,XL,2,6235.71,0.24,9478.2792,9478.2792,2024-08-31,Online,Hyderabad,1750.67,1750.67,False,False,True,False,False,False,False
3473,Kids,Soccer,Premier III,M,4,3551.05,0.4,8522.52,8522.52,2024-12-05,Online,Delhi,63.47,63.47,False,False,False,False,False,False,False
3474,Women,Basketball,LeBron 20,M,2,6506.07,0.42,7547.041200000001,7547.041200000001,,Retail,Hyderabad,3969.54,3967.70565,False,False,False,True,False,True,False
3475,Kids,Soccer,Tiempo Legend,L,1,2120.44,0.24,1611.5344,1611.5344,2024-07-29,Online,Mumbai,2996.47,2996.47,False,False,False,False,False,False,False
3476,Men,Training,Flex Trainer,11,3,3891.22,0.37,7354.4057999999995,7354.4057999999995,2025-06-25,Retail,Mumbai,1881.61,1881.61,False,False,True,False,False,False,False
3477,Men,Basketball,Air Jordan,M,2,4135.26,0.24,6285.595200000001,6285.595200000001,2025-04-25,Online,Delhi,1691.28,1691.28,False,False,False,False,False,False,False
3478,Kids,Training,Flex Trainer,9,3,6383.55,0.37,12064.909500000002,12064.909500000002,2025-05-17,Retail,Mumbai,2192.68,2192.68,False,False,True,False,False,False,False
3479,Women,Training,ZoomX Invincible,XL,4,6897.68,0.385,16968.2928,16968.2928,2024-09-16,Retail,Mumbai,1909.78,1909.78,False,False,False,False,False,False,False
3480,Kids,Running,Free RN,M,4,2917.45,0.305,8110.511,8110.511,,Online,Bangalore,2872.75,2872.75,False,False,False,True,False,False,False
3481,Women,Lifestyle,Air Force 1,XL,4,6323.09,0.325,17072.343,17072.343,2023-10-15,Online,Bangalore,2564.61,2564.61,False,False,False,False,False,False,False
3482,Men,Soccer,Mercurial Superfly,M,2,6569.65,0.425,7555.097499999999,7555.097499999999,2024-08-19,Online,Hyderabad,1660.47,1660.47,False,False,True,False,False,False,False
3483,Men,Lifestyle,Air Force 1,L,4,4733.92,0.325,12781.584,12781.584,2024-12-04,Online,Kolkata,738.19,738.19,False,False,False,False,False,False,False
3484,Kids,Lifestyle,Dunk Low,12,3,2638.44,0.39,4828.3452,4828.3452,2024-08-18,Online,Bangalore,1395.41,1395.41,False,False,True,False,False,False,False
3485,Women,Lifestyle,Dunk Low,L,2,6202.99,0.39,7567.6478,7567.6478,2024-12-14,Retail,Hyderabad,1722.38,1722.38,False,False,False,False,False,False,False
3486,Kids,Training,SuperRep Go,L,4,5280.57,0.32,14363.150399999999,14363.150399999999,2024-10-14,Retail,Delhi,1451.77,1451.77,False,False,False,False,False,False,False
3487,Men,Lifestyle,Dunk Low,M,3,3240.99,0.42,5639.3226,5639.3226,2025-05-28,Online,Hyderabad,2927.35,2927.35,False,False,True,False,False,False,False
3488,Women,Soccer,Tiempo Legend,XL,4,6045.785,0.24,18379.1864,18379.1864,2025-03-12,Online,Kolkata,86.25,86.25,False,False,False,False,False,False,False
3489,Kids,Running,React Infinity,8,2,6492.155000000001,0.49,6621.998100000001,6621.998100000001,2025-04-04,Online,Mumbai,1734.72,1734.72,False,False,False,False,False,False,False
3490,Men,Running,Free RN,L,0,6293.58,0.98,0.0,0.0,2025-07-08,Online,Delhi,1591.77,1591.77,False,True,False,False,False,False,False
3491,Men,Soccer,Premier III,XL,2,5773.245,0.39,7043.358899999999,7043.358899999999,2024-10-19,Online,Mumbai,-473.94,-473.94,False,False,True,False,False,False,False
2018,Women,Soccer,Phantom GT,6,2,6320.59,0.38,7837.5316,7837.5316,2024-11-13,Online,Bangalore,-777.58,-777.58,False,False,True,False,False,False,False
3493,Men,Lifestyle,Dunk Low,L,3,9446.34,0.09000000000000008,25788.508199999997,21815.794950000003,,Online,Bangalore,568.71,568.71,False,False,True,True,True,False,False
3494,Kids,Running,Pegasus Turbo,L,2,5644.675,0.87,1467.6155,1467.6155,2024-09-17,Retail,Pune,3566.05,3566.05,False,False,True,False,False,False,True
3495,Women,Basketball,LeBron 20,M,-1,6431.1900000000005,0.42,-3730.0902000000006,-3730.0902000000006,2024-08-13,Retail,Pune,3572.8,3572.8,True,False,False,False,False,False,False
3496,Men,Running,Air Zoom,M,3,5550.99,0.77,3830.1831,3830.1831,2024-10-08,Retail,Delhi,-786.91,-786.91,False,False,False,False,False,False,False
3497,Women,Basketball,Zoom Freak,L,2,8688.92,0.35,11295.596000000001,11295.596000000001,2024-12-08,Online,Mumbai,1878.22,1878.22,False,False,False,False,False,False,False
3498,Women,Training,SuperRep Go,M,0,8797.69,0.32,0.0,0.0,2024-09-10,Retail,Pune,-910.3,-910.3,False,True,False,False,False,False,False
3499,Women,Training,ZoomX Invincible,M,2,5864.29,0.385,7213.0767,7213.0767,2025-03-30,Retail,Kolkata,357.03,357.03,False,False,True,False,False,False,False
3500,Kids,Lifestyle,Blazer Mid,L,3,5471.81,0.56,7222.789199999999,7222.789199999999,2025-03-25,Retail,Kolkata,361.86,361.86,False,False,True,False,False,False,False
3501,Men,Lifestyle,Blazer Mid,XL,-1,6383.24,0.1299999999999999,-5553.4188,-5553.4188,2024-11-09,Retail,Mumbai,2016.85,2016.85,True,False,False,False,False,False,False
3502,Men,Lifestyle,Blazer Mid,L,3,6418.29,0.89,2118.0356999999995,2118.0356999999995,2023-11-09,Online,Delhi,3665.75,3665.75,False,False,True,False,False,False,False
3503,Men,Training,SuperRep Go,M,3,6992.17,0.32,14264.0268,14264.0268,2024-11-16,Online,Mumbai,-1048.24,-1048.24,False,False,True,False,False,False,False
3504,Women,Training,SuperRep Go,M,3,9075.41,0.03,26409.4431,21815.794950000003,2024-08-18,Retail,Delhi,3035.95,3035.95,False,False,True,False,True,False,False
2020,Kids,Lifestyle,Blazer Mid,XL,3,7126.64,0.89,2351.7912,2351.7912,2025-05-10,Retail,Delhi,535.13,535.13,False,False,True,False,False,False,False
3506,Men,Training,Metcon 7,L,0,9701.91,0.51,0.0,0.0,,Online,Pune,2393.61,2393.61,False,True,False,True,False,False,False
3507,Kids,Running,Free RN,7,2,6293.58,0.05,11957.802,11957.802,,Retail,Mumbai,11.97,11.97,False,False,True,True,False,False,False
3508,Kids,Training,ZoomX Invincible,M,2,6897.68,0.385,8484.1464,8484.1464,2024-10-12,Retail,Bangalore,3466.92,3466.92,False,False,True,False,False,False,False
3509,Kids,Lifestyle,Blazer Mid,12,3,2066.04,0.26,4586.6088,4586.6088,2025-07-22,Online,Mumbai,2278.11,2278.11,False,False,True,False,False,False,False
3510,Men,Soccer,Tiempo Legend,M,3,6045.785,0.24,13784.389799999999,13784.389799999999,2025-04-17,Retail,Hyderabad,3445.21,3445.21,False,False,True,False,False,False,False
3511,Kids,Lifestyle,Blazer Mid,XL,3,3248.17,0.06,9159.839399999999,9159.839399999999,2025-02-15,Retail,Hyderabad,877.12,877.12,False,False,True,False,False,False,False
3512,Kids,Basketball,Zoom Freak,M,4,6435.66,0.96,1029.705600000001,1029.705600000001,2025-06-05,Retail,Pune,2516.79,2516.79,False,False,False,False,False,False,True
3513,Women,Training,SuperRep Go,M,0,6145.98,0.32,0.0,0.0,2025-04-16,Retail,Hyderabad,2625.95,2625.95,False,True,False,False,False,False,False
3514,Kids,Running,React Infinity,7,3,6546.46,0.49,10016.0838,10016.0838,2024-08-10,Retail,Hyderabad,2804.16,2804.16,False,False,True,False,False,False,False
3515,Men,Training,Flex Trainer,XL,3,2604.11,0.9,781.2329999999998,781.2329999999998,,Online,Kolkata,699.6,699.6,False,False,True,True,False,False,False
3516,Men,Training,ZoomX Invincible,M,2,7495.24,0.42,8694.4784,8694.4784,,Online,Pune,3844.73,3844.73,False,False,True,True,False,False,False
3517,Women,Running,Air Zoom,L,2,9962.36,0.37,12552.573600000002,12552.573600000002,,Retail,Hyderabad,2661.74,2661.74,False,False,True,True,False,False,False
3518,Women,Basketball,Air Jordan,XL,2,6235.71,0.24,9478.2792,9478.2792,2024-08-14,Retail,Delhi,3047.69,3047.69,False,False,True,False,False,False,False
3519,Kids,Soccer,Premier III,M,2,5773.245,0.4,6927.893999999999,6927.893999999999,2025-05-25,Retail,Kolkata,3491.18,3491.18,False,False,True,False,False,False,False
3520,Women,Lifestyle,Waffle One,XL,2,2080.85,0.24,-998.81,-998.81,2024-03-22,Retail,Delhi,-776.21,-776.21,False,False,False,False,False,False,False
3521,Women,Training,ZoomX Invincible,M,2,8565.24,0.385,10535.2452,10535.2452,,Online,Kolkata,3721.9,3721.9,False,False,True,True,False,False,False
2002,Women,Basketball,Zoom Freak,M,3,9041.15,0.44,15189.132,15189.132,,Retail,Kolkata,1597.12,1597.12,False,False,True,True,False,False,False
3523,Kids,Training,SuperRep Go,6,3,7061.5,0.040000000000000036,20337.12,20337.12,2024-06-09,Retail,Kolkata,825.03,825.03,False,False,True,False,False,False,False
3524,Kids,Training,SuperRep Go,9,3,5280.57,0.32,10772.362799999999,10772.362799999999,2024-11-12,Online,Mumbai,1646.1,1646.1,False,False,True,False,False,False,False
