Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Units_Imputed_Baseline,Is_Zero_Sales,Date_Missing_Flag,Revenue_Capped
3198,Women,Running,Air Zoom,12.0,0.0,5225.745000000001,0.0,0.0,,Online,Delhi,2009.69,False,True,True,0.0
3199,Women,Training,ZoomX Invincible,8.0,0.0,5622.32,0.0,0.0,,Online,Kolkata,3873.48,False,True,True,0.0
3200,Men,Soccer,Premier III,10.0,0.0,6308.83,0.0,0.0,,Retail,Pune,-582.02,False,True,True,0.0
3201,Women,Training,Flex Trainer,10.0,0.0,9608.99,0.0,0.0,,Retail,Mumbai,2866.39,False,True,True,0.0
3202,Kids,Running,Pegasus Turbo,10.0,0.0,8926.14,0.0,0.0,,Online,Bangalore,1565.51,False,True,True,0.0
3203,Women,Training,SuperRep Go,11.0,0.0,4176.63,0.16999999999999993,0.0,2025-11-03,Retail,Pune,2854.21,False,True,False,0.0
3204,Men,Soccer,Phantom GT,12.0,0.0,4181.97,0.18,0.0,2024-12-09,Online,Kolkata,3367.72,False,True,False,0.0
2002,Women,Lifestyle,Dunk Low,7.0,0.0,3718.82,0.24,0.0,2024-12-11,Online,Delhi,912.61,False,True,False,0.0
3207,Kids,Training,SuperRep Go,10.0,2.0,0.0,0.0,0.0,,Retail,Pune,3909.06,False,False,True,0.0
3208,Kids,Training,Metcon 7,8.0,0.0,3582.67,0.97,0.0,2025-04-12,Retail,Mumbai,2190.72,False,True,False,0.0
3209,Women,Training,Flex Trainer,8.0,0.0,4985.92,0.17,0.0,2024-08-20,Retail,Bangalore,1986.27,False,True,False,0.0
3210,Women,Training,SuperRep Go,8.0,4.0,6344.63,0.0,25378.52,,Online,Mumbai,160.73,False,False,True,25378.52
3211,Women,Lifestyle,Blazer Mid,10.0,0.0,8346.17,0.82,0.0,2024-08-02,Retail,Kolkata,1368.59,False,True,False,0.0
3212,Kids,Soccer,Mercurial Superfly,8.0,4.0,7670.57,0.0,30682.28,2024-10-05,Retail,Kolkata,2025.11,False,False,False,30682.28
3213,Men,Running,Air Zoom,12.0,0.0,5225.745000000001,0.0,0.0,2024-12-28,Online,Kolkata,3221.7,False,True,False,0.0
3214,Kids,Lifestyle,Dunk Low,12.0,0.0,3718.82,0.0,0.0,2024-11-09,Online,Kolkata,-857.15,False,True,False,0.0
3215,Men,Soccer,Phantom GT,12.0,0.0,4181.97,0.0,0.0,2024-02-20,Online,Kolkata,2109.68,False,True,False,0.0
3216,Men,Basketball,Air Jordan,12.0,0.0,4597.23,0.0,0.0,2023-08-14,Online,Mumbai,2508.13,False,True,False,0.0
3217,Men,Soccer,Tiempo Legend,6.0,1.0,4819.75,0.22,3759.405,2025-02-15,Retail,Pune,-514.9,False,False,False,3759.405
3218,Men,Running,Air Zoom,6.0,0.0,4854.18,0.0,0.0,2024-09-29,Retail,Kolkata,3807.88,False,True,False,0.0
3219,Women,Basketball,Air Jordan,12.0,0.0,2277.83,0.040000000000000036,0.0,2025-03-17,Online,Delhi,1151.76,False,True,False,0.0
3220,Women,Lifestyle,Dunk Low,11.0,0.0,3718.82,0.0,0.0,2025-02-16,Online,Bangalore,2731.04,False,True,False,0.0
3221,Women,Basketball,LeBron 20,12.0,2.0,9682.68,0.88,2323.8432,2024-09-21,Online,Pune,1650.44,False,False,False,2323.8432
3223,Men,Soccer,Mercurial Superfly,8.0,0.0,4664.465,0.0,0.0,,Online,Delhi,3088.54,False,True,True,0.0
3224,Women,Soccer,Phantom GT,12.0,1.0,9872.38,0.18,8095.3516,2025-03-18,Retail,Pune,233.85,False,False,False,8095.3516
3225,Kids,Basketball,Kyrie Flytrap,10.0,0.0,7364.6,0.0,0.0,2023-12-20,Retail,Kolkata,-458.05,False,True,False,0.0
3226,Men,Soccer,Mercurial Superfly,8.0,2.0,4585.77,0.0,9171.54,2025-02-12,Retail,Pune,-241.59,False,False,False,9171.54
3227,Women,Training,ZoomX Invincible,7.0,1.0,0.0,0.2,0.0,,Online,Delhi,-604.23,False,False,True,0.0
3228,Kids,Basketball,LeBron 20,12.0,0.0,6745.63,0.0,0.0,2025-04-19,Retail,Bangalore,3620.9,False,True,False,0.0
3229,Kids,Running,Free RN,10.0,0.0,4252.205,1.0,0.0,2024-08-19,Retail,Pune,188.96,False,True,False,0.0
3230,Men,Soccer,Phantom GT,12.0,0.0,7398.98,0.87,0.0,,Retail,Delhi,3634.75,False,True,True,0.0
3231,Men,Lifestyle,Dunk Low,10.0,0.0,6406.53,0.9,0.0,2024-12-17,Online,Kolkata,2859.55,False,True,False,0.0
3232,Kids,Lifestyle,Air Force 1,10.0,0.0,5661.505,0.0,0.0,2023-11-11,Online,Pune,2083.57,False,True,False,0.0
3233,Men,Soccer,Phantom GT,8.0,1.0,4091.68,0.0,4091.68,2025-04-26,Retail,Hyderabad,571.8,False,False,False,4091.68
3234,Kids,Soccer,Phantom GT,12.0,0.0,4181.97,0.0,0.0,2025-05-14,Online,Delhi,327.76,False,True,False,0.0
3235,Women,Training,SuperRep Go,10.0,0.0,4176.63,0.75,0.0,,Retail,Hyderabad,1899.62,False,True,True,0.0
3236,Kids,Lifestyle,Blazer Mid,12.0,4.0,0.0,0.68,0.0,2025-07-21,Retail,Hyderabad,-37.37,False,False,False,0.0
3237,Kids,Basketball,LeBron 20,10.0,3.0,5596.52,0.0,16789.56,2024-08-16,Retail,Mumbai,2926.28,False,False,False,16789.56
3238,Women,Training,SuperRep Go,12.0,1.0,4420.21,0.32,3005.7427999999995,,Retail,Mumbai,705.58,False,False,True,3005.7427999999995
3241,Women,Basketball,LeBron 20,12.0,0.0,7477.49,0.0,0.0,2024-02-12,Retail,Bangalore,3176.2,False,True,False,0.0
3242,Men,Basketball,LeBron 20,10.0,0.0,9677.18,0.59,0.0,2024-08-24,Retail,Bangalore,609.45,False,True,False,0.0
3243,Men,Lifestyle,Air Force 1,10.0,3.0,0.0,0.0,0.0,2024-10-25,Retail,Pune,1943.22,False,False,False,0.0
3244,Women,Training,Metcon 7,8.0,0.0,3582.67,0.0,0.0,2025-03-13,Online,Hyderabad,1750.18,False,True,False,0.0
3245,Women,Running,React Infinity,10.0,3.0,0.0,0.0,0.0,2024-05-19,Retail,Pune,3102.91,False,False,False,0.0
3246,Men,Running,Air Zoom,7.0,0.0,7787.74,0.0,0.0,2025-05-14,Online,Pune,479.25,False,True,False,0.0
3247,Men,Training,ZoomX Invincible,8.0,1.0,5888.37,0.0,5888.37,,Online,Mumbai,3687.47,False,False,True,5888.37
3248,Women,Lifestyle,Blazer Mid,12.0,0.0,8234.91,0.0,0.0,2024-11-24,Online,Mumbai,2984.1,False,True,False,0.0
3249,Kids,Lifestyle,Blazer Mid,8.0,1.0,4738.25,0.0,4738.25,2025-02-25,Online,Bangalore,731.1,False,False,False,4738.25
3250,Women,Lifestyle,Air Force 1,10.0,0.0,5661.505,0.0,0.0,2024-09-18,Online,Pune,1172.07,False,True,False,0.0
3252,Men,Basketball,Zoom Freak,10.0,1.0,0.0,0.0,0.0,2024-03-26,Online,Mumbai,-563.83,False,False,False,0.0
3253,Kids,Running,Air Zoom,10.0,0.0,5225.745000000001,0.0,0.0,2025-04-17,Online,Bangalore,2267.92,False,True,False,0.0
3254,Women,Soccer,Mercurial Superfly,8.0,0.0,4664.465,0.51,0.0,2024-11-04,Retail,Mumbai,3035.41,False,True,False,0.0
3256,Men,Training,SuperRep Go,8.0,0.0,4814.32,0.0,0.0,,Retail,Hyderabad,-583.08,False,True,True,0.0
3258,Men,Lifestyle,Dunk Low,8.0,0.0,3718.82,0.0,0.0,,Online,Mumbai,853.35,False,True,True,0.0
3259,Women,Lifestyle,Air Force 1,6.0,0.0,7305.78,0.0,0.0,2025-04-07,Retail,Mumbai,573.79,False,True,False,0.0
3260,Men,Soccer,Mercurial Superfly,7.0,1.0,0.0,0.0,0.0,2025-06-28,Online,Mumbai,1287.17,False,False,False,0.0
3261,Men,Basketball,Air Jordan,12.0,0.0,4597.23,0.0,0.0,2024-11-26,Online,Hyderabad,472.79,False,True,False,0.0
3262,Women,Basketball,LeBron 20,6.0,0.0,5216.395,0.0,0.0,2024-12-26,Retail,Bangalore,1490.29,False,True,False,0.0
3263,Women,Running,React Infinity,10.0,4.0,0.0,0.0,0.0,2025-02-23,Online,Mumbai,2278.12,False,False,False,0.0
3264,Men,Training,Metcon 7,8.0,2.0,0.0,0.13,0.0,2025-08-06,Online,Bangalore,-992.25,False,False,False,0.0
3265,Women,Soccer,Mercurial Superfly,8.0,4.0,0.0,0.0,0.0,2024-09-22,Retail,Bangalore,2860.71,False,False,False,0.0
2006,Kids,Training,Flex Trainer,7.0,3.0,0.0,0.0,0.0,,Retail,Delhi,-573.18,False,False,True,0.0
3267,Kids,Lifestyle,Air Force 1,10.0,0.0,5661.505,0.52,0.0,2025-02-15,Retail,Pune,345.92,False,True,False,0.0
3268,Men,Soccer,Mercurial Superfly,10.0,0.0,4664.465,0.0,0.0,2025-07-11,Retail,Mumbai,1586.4,False,True,False,0.0
3269,Women,Soccer,Mercurial Superfly,8.0,0.0,7268.31,0.0,0.0,2024-12-03,Online,Mumbai,-719.57,False,True,False,0.0
3270,Kids,Lifestyle,Dunk Low,12.0,0.0,3718.82,0.0,0.0,2025-06-03,Online,Pune,3619.8,False,True,False,0.0
3271,Men,Basketball,LeBron 20,6.0,0.0,5216.395,0.0,0.0,2025-05-18,Retail,Hyderabad,545.1,False,True,False,0.0
3272,Men,Lifestyle,Blazer Mid,8.0,0.0,4398.68,0.0,0.0,,Retail,Hyderabad,-321.24,False,True,True,0.0
3274,Men,Training,SuperRep Go,10.0,3.0,6031.14,0.15,15379.407000000001,2025-03-05,Retail,Hyderabad,169.05,False,False,False,15379.407000000001
3275,Women,Soccer,Premier III,10.0,4.0,0.0,0.0,0.0,2025-05-27,Retail,Hyderabad,1652.12,False,False,False,0.0
3277,Men,Training,SuperRep Go,10.0,4.0,0.0,0.0,0.0,2024-09-05,Online,Bangalore,293.59,False,False,False,0.0
3278,Kids,Lifestyle,Dunk Low,10.0,0.0,3718.82,0.0,0.0,2025-01-06,Retail,Pune,107.83,False,True,False,0.0
3279,Kids,Soccer,Mercurial Superfly,12.0,4.0,2572.41,0.1,9260.676,2024-11-09,Retail,Delhi,3098.28,False,False,False,9260.676
3281,Men,Soccer,Mercurial Superfly,10.0,2.0,6075.6,0.0,12151.2,,Retail,Pune,93.8,False,False,True,12151.2
3282,Kids,Basketball,Air Jordan,12.0,4.0,0.0,0.23,0.0,2024-05-19,Retail,Delhi,-190.17,False,False,False,0.0
3283,Men,Soccer,Premier III,12.0,2.0,0.0,0.0,0.0,2024-10-18,Online,Mumbai,3871.51,False,False,False,0.0
3284,Women,Running,Free RN,10.0,4.0,5776.74,0.0,23106.96,2024-08-20,Online,Kolkata,210.83,False,False,False,23106.96
3285,Men,Training,Metcon 7,12.0,4.0,0.0,0.0,0.0,2024-05-10,Online,Hyderabad,-401.38,False,False,False,0.0
3286,Kids,Basketball,LeBron 20,12.0,0.0,4323.86,0.0,0.0,2025-01-16,Retail,Hyderabad,-577.54,False,True,False,0.0
3287,Kids,Running,Free RN,10.0,0.0,4252.205,0.020000000000000018,0.0,,Retail,Mumbai,-1184.98,False,True,True,0.0
3288,Kids,Lifestyle,Dunk Low,10.0,4.0,0.0,0.0,0.0,2024-07-25,Retail,Delhi,3852.98,False,False,False,0.0
3290,Kids,Lifestyle,Air Force 1,12.0,2.0,7377.71,0.0,14755.42,,Online,Pune,2588.85,False,False,True,14755.42
3291,Women,Running,Free RN,12.0,0.0,4252.205,0.0,0.0,,Retail,Hyderabad,-231.54,False,True,True,0.0
3292,Women,Training,Metcon 7,8.0,0.0,3582.67,0.0,0.0,2025-05-23,Online,Hyderabad,2299.04,False,True,False,0.0
3293,Kids,Lifestyle,Blazer Mid,12.0,0.0,4398.68,0.0,0.0,,Online,Kolkata,1013.24,False,True,True,0.0
3294,Women,Basketball,LeBron 20,12.0,0.0,5216.395,0.0,0.0,,Retail,Kolkata,-101.37,False,True,True,0.0
3295,Women,Training,SuperRep Go,10.0,0.0,2983.6,0.0,0.0,2024-12-29,Online,Delhi,3650.65,False,True,False,0.0
2021,Kids,Running,React Infinity,12.0,4.0,0.0,0.0,0.0,,Online,Hyderabad,2465.98,False,False,True,0.0
3297,Men,Lifestyle,Air Force 1,10.0,0.0,5875.99,0.0,0.0,2025-07-02,Online,Delhi,3803.18,False,True,False,0.0
3298,Men,Training,ZoomX Invincible,8.0,4.0,9716.03,0.0,38864.12,,Online,Mumbai,2961.23,False,False,True,36674.022
3299,Men,Basketball,Kyrie Flytrap,10.0,0.0,4466.78,0.68,0.0,,Retail,Bangalore,1517.07,False,True,True,0.0
3300,Women,Basketball,Air Jordan,10.0,2.0,0.0,0.0,0.0,2024-12-18,Retail,Bangalore,3436.23,False,False,False,0.0
3301,Women,Lifestyle,Waffle One,10.0,0.0,4492.46,0.0,0.0,,Retail,Hyderabad,1018.52,False,True,True,0.0
3302,Women,Soccer,Tiempo Legend,8.0,0.0,6226.74,0.0,0.0,2025-05-12,Retail,Pune,-316.51,False,True,False,0.0
3303,Kids,Soccer,Tiempo Legend,9.0,2.0,6380.5,0.0,12761.0,2024-10-19,Online,Kolkata,2846.02,False,False,False,12761.0
3304,Women,Running,React Infinity,8.0,0.0,4488.055,0.65,0.0,2024-11-15,Online,Mumbai,2405.3,False,True,False,0.0
3305,Kids,Running,Free RN,10.0,0.0,4216.14,0.0,0.0,2024-10-17,Retail,Hyderabad,-687.95,False,True,False,0.0
3306,Kids,Basketball,LeBron 20,10.0,0.0,5216.395,0.25,0.0,2024-07-30,Retail,Mumbai,3052.49,False,True,False,0.0
3307,Women,Soccer,Mercurial Superfly,8.0,0.0,7127.99,0.0,0.0,2024-12-08,Online,Mumbai,818.55,False,True,False,0.0
3308,Men,Training,ZoomX Invincible,8.0,0.0,5622.32,0.85,0.0,2025-04-08,Online,Bangalore,2625.19,False,True,False,0.0
3309,Men,Lifestyle,Air Force 1,10.0,0.0,5594.08,0.0,0.0,2023-09-12,Retail,Hyderabad,626.95,False,True,False,0.0
3310,Women,Running,Free RN,8.0,4.0,0.0,0.21,0.0,2025-04-18,Retail,Kolkata,2856.16,False,False,False,0.0
3311,Kids,Soccer,Premier III,8.0,0.0,3492.89,0.04,0.0,2025-02-05,Online,Delhi,3152.21,False,True,False,0.0
3312,Women,Basketball,Zoom Freak,8.0,1.0,8069.3,0.0,8069.3,2025-05-25,Retail,Pune,-95.96,False,False,False,8069.3
3313,Kids,Basketball,Kyrie Flytrap,8.0,0.0,9460.52,0.0,0.0,,Retail,Hyderabad,-476.54,False,True,True,0.0
3314,Men,Training,ZoomX Invincible,9.0,2.0,7050.14,0.0,14100.28,,Retail,Hyderabad,-815.54,False,False,True,14100.28
3315,Women,Training,Metcon 7,12.0,0.0,3582.67,0.0,0.0,,Retail,Bangalore,1345.26,False,True,True,0.0
3316,Women,Running,React Infinity,10.0,0.0,4488.055,0.020000000000000018,0.0,2024-04-25,Online,Bangalore,27.15,False,True,False,0.0
3317,Kids,Basketball,Air Jordan,10.0,3.0,0.0,0.0,0.0,,Online,Hyderabad,3852.52,False,False,True,0.0
3318,Men,Training,Flex Trainer,12.0,0.0,4985.92,0.0,0.0,2025-04-11,Online,Delhi,1096.06,False,True,False,0.0
3319,Women,Running,Air Zoom,12.0,0.0,6109.1,0.37,0.0,2024-09-28,Retail,Mumbai,-846.73,False,True,False,0.0
3320,Kids,Basketball,Air Jordan,12.0,0.0,8046.47,0.05,0.0,2024-09-12,Online,Kolkata,-274.91,False,True,False,0.0
3321,Kids,Soccer,Tiempo Legend,8.0,4.0,4986.67,0.07000000000000006,18550.412399999997,2025-01-15,Retail,Mumbai,3170.16,False,False,False,18550.412399999997
3322,Men,Training,Metcon 7,8.0,0.0,3582.67,0.0,0.0,2023-08-28,Online,Hyderabad,864.55,False,True,False,0.0
3324,Women,Lifestyle,Dunk Low,8.0,0.0,3718.82,0.0,0.0,2024-08-17,Retail,Hyderabad,-871.48,False,True,False,0.0
3325,Kids,Basketball,LeBron 20,10.0,0.0,5216.395,0.0,0.0,2024-11-06,Online,Hyderabad,1115.7,False,True,False,0.0
3326,Men,Training,SuperRep Go,8.0,0.0,4176.63,0.88,0.0,2025-05-30,Online,Mumbai,991.04,False,True,False,0.0
3327,Men,Training,Flex Trainer,12.0,3.0,0.0,0.0,0.0,2025-10-03,Online,Bangalore,-1155.61,False,False,False,0.0
3329,Kids,Training,ZoomX Invincible,8.0,0.0,5622.32,0.0,0.0,2024-04-28,Retail,Kolkata,530.29,False,True,False,0.0
3332,Men,Training,SuperRep Go,10.0,0.0,3106.54,0.0,0.0,,Retail,Pune,3793.25,False,True,True,0.0
3333,Kids,Training,SuperRep Go,10.0,2.0,0.0,0.0,0.0,,Retail,Kolkata,1519.97,False,False,True,0.0
3334,Kids,Soccer,Tiempo Legend,10.0,3.0,2471.71,0.0,7415.13,2023-11-14,Online,Mumbai,1190.89,False,False,False,7415.13
3335,Men,Soccer,Premier III,8.0,0.0,3138.53,0.0,0.0,2024-08-17,Retail,Delhi,1221.99,False,True,False,0.0
3336,Kids,Running,React Infinity,12.0,0.0,4334.53,0.0,0.0,2025-03-31,Online,Hyderabad,2759.16,False,True,False,0.0
3337,Men,Training,ZoomX Invincible,10.0,4.0,0.0,0.0,0.0,2024-10-10,Online,Delhi,2915.13,False,False,False,0.0
3338,Women,Training,ZoomX Invincible,10.0,0.0,5622.32,0.24,0.0,2025-09-06,Online,Kolkata,3011.73,False,True,False,0.0
3339,Men,Lifestyle,Air Force 1,10.0,0.0,6656.01,0.0,0.0,2025-05-15,Retail,Delhi,2014.52,False,True,False,0.0
3340,Kids,Soccer,Premier III,8.0,3.0,3248.74,0.0,9746.22,2024-12-29,Retail,Mumbai,2551.47,False,False,False,9746.22
3341,Kids,Training,Metcon 7,8.0,3.0,8387.99,0.0,25163.97,2024-03-23,Online,Bangalore,1693.41,False,False,False,25163.97
2037,Women,Lifestyle,Dunk Low,12.0,4.0,0.0,0.22999999999999998,0.0,2025-04-11,Online,Delhi,3651.05,False,False,False,0.0
3343,Kids,Basketball,Air Jordan,10.0,3.0,9405.77,0.0,28217.31,2024-12-11,Retail,Hyderabad,1688.78,False,False,False,28217.31
3344,Kids,Soccer,Mercurial Superfly,12.0,0.0,8217.37,0.06000000000000005,0.0,2025-06-24,Retail,Hyderabad,303.77,False,True,False,0.0
2048,Men,Lifestyle,Blazer Mid,12.0,0.0,4398.68,0.0,0.0,,Online,Bangalore,1635.47,False,True,True,0.0
3346,Kids,Training,SuperRep Go,12.0,4.0,0.0,0.15,0.0,,Retail,Delhi,3392.46,False,False,True,0.0
3347,Men,Training,ZoomX Invincible,10.0,0.0,4389.44,0.0,0.0,,Online,Mumbai,1546.55,False,True,True,0.0
3348,Women,Soccer,Mercurial Superfly,9.0,0.0,2114.86,0.0,0.0,2024-09-26,Online,Hyderabad,2636.76,False,True,False,0.0
3349,Men,Training,ZoomX Invincible,8.0,0.0,8180.92,0.25,0.0,,Retail,Hyderabad,-481.2,False,True,True,0.0
3350,Women,Basketball,Zoom Freak,10.0,0.0,3894.2650000000003,0.48,0.0,2025-05-28,Online,Bangalore,2199.43,False,True,False,0.0
3351,Men,Training,SuperRep Go,10.0,0.0,5319.24,0.48,0.0,,Online,Kolkata,-382.32,False,True,True,0.0
3352,Women,Training,SuperRep Go,9.0,0.0,6622.41,0.23,0.0,2025-03-01,Retail,Pune,1437.43,False,True,False,0.0
2028,Men,Basketball,Kyrie Flytrap,7.0,4.0,2824.55,0.0,11298.2,,Online,Delhi,1123.78,False,False,True,11298.2
3354,Men,Lifestyle,Dunk Low,10.0,0.0,3718.82,0.4,0.0,2024-01-11,Retail,Kolkata,-987.6,False,True,False,0.0
3355,Kids,Basketball,LeBron 20,6.0,0.0,7781.4,0.1399999999999999,0.0,2025-01-16,Online,Pune,1815.96,False,True,False,0.0
3356,Women,Soccer,Tiempo Legend,8.0,4.0,0.0,0.0,0.0,2025-03-13,Online,Mumbai,724.11,False,False,False,0.0
3357,Kids,Training,Flex Trainer,8.0,4.0,6206.45,0.5,12412.9,2025-04-05,Online,Delhi,678.42,False,False,False,12412.9
3358,Men,Basketball,Kyrie Flytrap,8.0,0.0,4466.78,0.43,0.0,2024-08-01,Online,Hyderabad,2019.56,False,True,False,0.0
3359,Kids,Basketball,LeBron 20,12.0,0.0,9362.81,0.15999999999999992,0.0,2024-01-09,Retail,Mumbai,2963.03,False,True,False,0.0
3360,Women,Training,Metcon 7,8.0,4.0,0.0,0.06,0.0,2024-07-31,Online,Bangalore,304.12,False,False,False,0.0
3361,Women,Basketball,LeBron 20,12.0,0.0,5216.395,0.0,0.0,,Retail,Bangalore,3007.91,False,True,True,0.0
3362,Men,Lifestyle,Air Force 1,10.0,0.0,5661.505,0.0,0.0,2024-03-10,Retail,Delhi,2730.12,False,True,False,0.0
3363,Women,Basketball,Kyrie Flytrap,10.0,3.0,0.0,0.6,0.0,2025-02-18,Online,Bangalore,39.86,False,False,False,0.0
3364,Kids,Soccer,Premier III,8.0,0.0,3492.89,0.24,0.0,2024-11-09,Online,Pune,-371.86,False,True,False,0.0
3365,Kids,Running,Air Zoom,8.0,0.0,5225.745000000001,0.95,0.0,,Retail,Pune,-445.03,False,True,True,0.0
3366,Men,Basketball,LeBron 20,8.0,0.0,5216.395,0.0,0.0,2024-12-15,Retail,Pune,2762.68,False,True,False,0.0
2029,Kids,Training,Metcon 7,10.0,0.0,6548.87,0.2,0.0,2024-11-20,Online,Kolkata,3640.6,False,True,False,0.0
3368,Women,Training,Flex Trainer,8.0,0.0,4985.92,0.0,0.0,2025-04-14,Retail,Delhi,2027.47,False,True,False,0.0
3369,Men,Running,React Infinity,10.0,0.0,5103.34,0.05,0.0,2024-09-27,Online,Kolkata,1247.02,False,True,False,0.0
3370,Women,Basketball,Air Jordan,12.0,0.0,3328.45,0.0,0.0,2025-07-05,Retail,Bangalore,-1137.54,False,True,False,0.0
3371,Men,Training,Flex Trainer,12.0,1.0,2636.01,0.0,2636.01,2025-04-26,Retail,Delhi,2255.43,False,False,False,2636.01
3372,Kids,Basketball,Kyrie Flytrap,8.0,0.0,4466.78,0.77,0.0,2025-02-24,Online,Delhi,-1088.45,False,True,False,0.0
3373,Kids,Training,SuperRep Go,8.0,0.0,4176.63,0.76,0.0,,Retail,Pune,1069.43,False,True,True,0.0
3374,Men,Training,Flex Trainer,8.0,4.0,4500.96,0.0,18003.84,2024-12-16,Online,Pune,1905.25,False,False,False,18003.84
3375,Kids,Running,Free RN,8.0,0.0,2134.23,0.0,0.0,2024-11-22,Online,Bangalore,1647.39,False,True,False,0.0
3376,Kids,Soccer,Phantom GT,6.0,0.0,4181.97,0.0,0.0,,Retail,Kolkata,1286.64,False,True,True,0.0
3377,Men,Basketball,Kyrie Flytrap,8.0,0.0,4466.78,0.38,0.0,,Online,Hyderabad,1295.93,False,True,True,0.0
3378,Kids,Soccer,Phantom GT,12.0,1.0,3642.74,0.0,3642.74,,Online,Kolkata,2416.87,False,False,True,3642.74
3379,Men,Basketball,Air Jordan,12.0,2.0,5000.49,0.86,1400.1372000000001,2024-10-23,Retail,Pune,3000.14,False,False,False,1400.1372000000001
3380,Women,Basketball,Kyrie Flytrap,10.0,2.0,2557.29,0.0,5114.58,,Online,Mumbai,3463.32,False,False,True,5114.58
3381,Men,Training,ZoomX Invincible,8.0,1.0,0.0,0.0,0.0,2024-02-23,Retail,Mumbai,2718.47,False,False,False,0.0
3382,Men,Basketball,LeBron 20,12.0,2.0,9187.23,0.0,18374.46,2025-10-01,Retail,Hyderabad,1710.15,False,False,False,18374.46
3383,Women,Lifestyle,Air Force 1,12.0,0.0,5661.505,0.0,0.0,2024-12-08,Retail,Bangalore,3793.87,False,True,False,0.0
3384,Women,Basketball,Air Jordan,10.0,0.0,4597.23,0.27,0.0,2025-07-22,Retail,Bangalore,144.65,False,True,False,0.0
3385,Men,Training,ZoomX Invincible,8.0,0.0,9019.91,0.0,0.0,2025-03-21,Online,Hyderabad,-643.93,False,True,False,0.0
3386,Women,Soccer,Phantom GT,8.0,0.0,9212.82,0.09000000000000008,0.0,2024-10-16,Retail,Hyderabad,3827.83,False,True,False,0.0
3387,Men,Soccer,Phantom GT,10.0,4.0,0.0,0.07000000000000006,0.0,2025-06-21,Retail,Bangalore,2821.58,False,False,False,0.0
3388,Women,Running,Free RN,7.0,0.0,4042.33,0.0,0.0,2025-03-05,Online,Pune,1915.52,False,True,False,0.0
3389,Women,Running,Air Zoom,8.0,3.0,9764.91,0.0,29294.73,2025-04-04,Online,Mumbai,3491.49,False,False,False,29294.73
2044,Kids,Soccer,Premier III,12.0,3.0,2068.95,0.81,1179.3014999999996,,Retail,Delhi,-182.98,False,False,True,1179.3014999999996
3391,Women,Soccer,Mercurial Superfly,8.0,2.0,0.0,0.0,0.0,2023-11-14,Retail,Hyderabad,1628.31,False,False,False,0.0
3393,Kids,Basketball,Air Jordan,8.0,0.0,4597.23,0.68,0.0,2025-06-08,Online,Bangalore,1329.32,False,True,False,0.0
3394,Kids,Lifestyle,Dunk Low,12.0,1.0,0.0,0.0,0.0,2024-11-03,Online,Hyderabad,2396.11,False,False,False,0.0
3395,Women,Running,Free RN,10.0,3.0,0.0,0.0,0.0,2025-01-15,Online,Mumbai,3069.77,False,False,False,0.0
3396,Kids,Running,Free RN,10.0,0.0,6325.01,0.0,0.0,,Retail,Bangalore,-1047.8,False,True,True,0.0
3397,Women,Lifestyle,Dunk Low,8.0,0.0,9972.81,0.0,0.0,,Online,Mumbai,3478.84,False,True,True,0.0
3398,Men,Basketball,LeBron 20,12.0,2.0,2082.49,0.0,4164.98,2023-08-27,Retail,Kolkata,415.57,False,False,False,4164.98
3399,Women,Basketball,LeBron 20,6.0,0.0,4507.45,0.0,0.0,2025-11-02,Online,Hyderabad,-1021.01,False,True,False,0.0
3400,Kids,Lifestyle,Waffle One,8.0,0.0,4493.965,0.23,0.0,2024-11-10,Retail,Hyderabad,703.25,False,True,False,0.0
3401,Kids,Basketball,Zoom Freak,8.0,0.0,3894.2650000000003,0.0,0.0,,Retail,Kolkata,3834.84,False,True,True,0.0
3402,Women,Running,Pegasus Turbo,10.0,0.0,9706.84,0.03,0.0,,Online,Pune,-229.84,False,True,True,0.0
3403,Kids,Training,Flex Trainer,8.0,0.0,4985.92,0.0,0.0,2024-10-30,Retail,Pune,-200.19,False,True,False,0.0
3404,Kids,Basketball,Zoom Freak,12.0,0.0,3894.2650000000003,0.0,0.0,2025-05-04,Online,Pune,1505.06,False,True,False,0.0
3405,Women,Lifestyle,Dunk Low,8.0,0.0,9986.17,0.040000000000000036,0.0,2025-01-04,Online,Kolkata,1861.72,False,True,False,0.0
3406,Women,Basketball,Zoom Freak,10.0,0.0,3894.2650000000003,0.06000000000000005,0.0,2024-08-19,Online,Bangalore,3314.92,False,True,False,0.0
3407,Women,Lifestyle,Air Force 1,11.0,0.0,5704.39,0.1100000000000001,0.0,2025-01-18,Retail,Delhi,-4.1,False,True,False,0.0
3408,Men,Basketball,Air Jordan,12.0,0.0,4597.23,0.0,0.0,2025-02-28,Retail,Delhi,1675.58,False,True,False,0.0
3409,Kids,Running,Air Zoom,8.0,1.0,6312.01,0.3,4418.407,2024-08-09,Retail,Delhi,-1106.07,False,False,False,4418.407
3410,Kids,Running,Free RN,10.0,0.0,4252.205,0.0,0.0,2025-01-01,Retail,Hyderabad,2396.55,False,True,False,0.0
3411,Kids,Soccer,Mercurial Superfly,9.0,0.0,4664.465,0.0,0.0,,Retail,Pune,-970.59,False,True,True,0.0
